fyear,at,bkvlps,invt,Lt,rectr,cogs,dvt,ebit,gp,ni,oiadp,revt,dvpsx_f,mkvalt,prch_f,Bankrupt
2004,14.19,2.8527,1.573,1.153,2.285,9.698,0,1.344,1.917,1.758,1.344,11.615,0,86.9214,54.85,no
2004,10.352,3.3185,2.7,1.797,2.326,9.754,0.129,2.233,5.602,1.408,2.233,15.356,0.05,10.312,4.65,no
2004,17.981,3.2473,11.75,5.849,2.442,11.212,0.484,3.857,20.439,2.406,3.857,31.651,0.12,38.8544,13.7,no
2004,9.949,-0.8139,5.334,15.016,2.653,8.762,0,0.29,14.847,-0.371,0.29,23.609,0,1.4322,0.3,no
2004,59.739,0.1439,0,43.789,2.836,1.201,0,-25.398,1.143,46.94,-25.398,2.344,2.1,34.9241,2.68,yes
2004,238.256,11.1761,0.712,165.142,2.976,127.068,0,20.177,48.896,6.776,20.177,175.964,0,119.0644,18.32,yes
2004,16.997,0.0744,3.454,15.526,2.976,21.112,0,-1.144,3.347,-3.609,-1.144,24.459,0,7.9076,0.48,no
2004,4.458,-0.0994,0.18,8.176,3.123,18.984,0.036,-1.724,0.464,-4.02,-1.724,19.448,0,4.9737,0.17,no
2004,75.657,1.2797,0,12.718,3.388,7.014,0,-15.784,19.805,-15.159,-15.784,26.819,0,84.5948,5.65,no
2004,32.612,2.1874,1.561,8.96,3.986,12.283,0,-1.631,10.71,-2.079,-1.631,22.993,0,50.8211,5.71,no
2004,198,24.5472,1,95,4,43,60,-50,18,23,-50,61,11.62,89.165,88,yes
2004,208.906,0.0711,0,168.702,4.389,36.897,0.916,-13.092,11.251,-9.859,-13.092,48.148,0,271.193,1.09,no
2004,16.05,7.8028,4.834,3.152,4.409,16.112,0,0.851,7.353,3.418,0.851,23.465,0,25.324,19.08,no
2004,29.299,25.6905,6.242,4.482,4.868,29.197,0.696,1.907,10.036,1.523,1.907,39.233,0.72,26.3235,31.7,no
2004,12.823,0.5853,1.668,5.014,5.21,18.748,0,-5.472,0.229,-4.223,-5.472,18.977,0,34.0247,4.31,no
2004,231.425,38.0879,30.976,111.334,5.366,713.375,0.798,24.935,244.272,13.263,24.935,957.647,0.31,101.1482,36.6,no
2004,19.542,1.2043,6.418,5.753,6.49,16.18,0,-1.375,12.411,-2.101,-1.375,28.591,0,34.2355,4.5,yes
2004,22.147,1.1708,4.455,16.944,6.573,27.408,0,1.416,5.839,2.862,1.416,33.247,0,7.4215,2.15,no
2004,101.114,19.5123,6.565,76.509,6.574,28.67,0.177,1.556,23.909,0.539,1.556,52.579,0.14,9.4449,8.2,no
2004,723.307,9.2233,6.293,495.044,6.98,127.15,0,21.446,194.959,-31.834,21.446,322.109,0,302.2356,25.17,yes
2004,157.271,11.8146,0,137.517,7.401,28.594,0,0.561,8.765,0.256,0.561,37.359,0,11.7709,9.35,yes
2004,17.466,-0.7761,9.298,15.804,7.714,22.243,0,0.58,6.311,0.231,0.58,28.554,0,0.2044,0.2,no
2004,16.503,0.1034,0,13.919,8.721,39.215,0,-4.435,9.639,-6.072,-4.435,48.854,0,12.7194,2.79,yes
2004,60.309,-0.1937,0,64.358,10.022,54.717,0.07,-4.528,13.22,-10.404,-4.528,67.937,0,9.3702,0.64,yes
2004,61.779,2.9954,32.389,32.589,11.929,54.533,0.392,6.779,28.207,3.722,6.779,82.74,0.04,148.3645,18.45,no
2004,339.07,-3.9142,20.894,450.96,12.756,106.82,0,-35.869,108.51,-191.171,-35.869,215.33,0,92.9045,31.85,yes
2004,49.07,0.7318,4.72,14.954,13.158,133.926,0,9.958,24.571,6.53,9.958,158.497,0,71.7963,2.3,yes
2004,312.308,10.1837,1.31,223.262,14.772,130.705,0,-4.139,70.539,173.601,-4.139,201.244,0,164.8244,19.1,yes
2004,50.796,4.9517,25.857,15.441,16.403,171.352,2.121,10.099,16.67,6.246,10.099,188.022,0.23,48.7662,16.56,no
2004,1591.884,17.9056,715.184,782.531,16.538,1508.382,0,101.99,1153.087,60.521,101.99,2661.469,0,1120.9848,36.53,yes
2004,53.486,8.7305,0,4.447,18.084,61.513,0,7.617,33.079,4.72,7.617,94.592,0,56.17,12.28,yes
2004,163.789,3.4757,10.86,51.687,19.039,115.904,22.049,-9.47,88.296,-10.239,-9.47,204.2,0,886.3124,29.199,yes
2004,397.729,2.762,181.133,336.763,19.969,160.013,0,39.142,175.155,8.236,39.142,335.168,0,75.9311,5.27,yes
2004,429.929,-16.9633,0,762.019,20.551,107.871,0,-8.429,5.894,-83.292,-8.429,113.765,0,7.9466,2.05,yes
2004,31.149,10.3487,0,8.444,22.252,3.33,4.961,25.7,25.738,17.413,25.7,29.068,2.25,296.2997,138.5,no
2004,497.807,0.0582,4.025,492.389,22.609,208.688,0,19.51,157.355,-15.297,19.51,366.043,0,662.2739,7.3,yes
2004,24.284,3.808,0,1.436,22.848,0,14.924,14.918,15.222,14.924,14.918,15.222,2.4873,239.28,41.75,no
2004,184.281,0.5313,21.229,151.24,22.981,114.821,0,10.864,47.438,46.207,10.864,162.259,0,1.5302,0.48,yes
2004,1224.305,-19.2915,0,1810.901,24.961,120.902,57.763,-20.06,155.728,-187.972,-20.06,276.63,0,95.0227,4.6,yes
2004,285.951,3.0212,17.996,147.311,26.564,153.451,4.044,-13.123,35.556,-45.865,-13.123,189.007,0,81.1345,19.5,yes
2004,167.388,10.5976,15.998,23.631,28.488,74.347,0,32.603,90.368,23.784,32.603,164.715,0,225.8573,17.34,yes
2004,443.907,7.8107,0,364.894,29.363,110.527,0,2.471,117.188,-14.219,2.471,227.715,0,58.167,7.8,yes
2004,131.168,1.8488,53.517,60.869,29.634,266.249,0,10.849,54.455,5.905,10.849,320.704,0,95.7546,4.1,yes
2004,1218.733,-23.6715,37.412,2260.454,31.172,452.668,0,-183.889,69.459,-176.695,-183.889,522.127,0,7.4984,1.26,yes
2004,165.344,11.4105,38.234,43.446,32.988,153.95,5.907,13.426,49.604,9.277,13.426,203.554,0.524,245.709,24.6,no
2004,385.225,-0.0327,4.629,393.86,33.866,286.757,0,-58.591,142.44,-60.761,-58.591,429.197,0,566.9142,4.3,yes
2004,487.308,4.2058,0,280.259,35.173,46.458,0,104.247,170.831,100.435,104.247,217.289,0,727.6046,15.09,yes
2004,657.195,0.174,126.01,652.905,35.601,646.937,0,11.066,99.921,-86.148,11.066,746.858,0.12,165.7018,17.969,yes
2004,748.482,21.1482,165.044,176.782,36.058,1507.596,57.438,72.185,590.116,57.191,72.185,2097.712,2.12,1042.6628,39.9,no
2004,792.011,6.6098,7.564,554.091,37.749,703.569,0,-21.24,130.07,-23.43,-21.24,833.639,0,377.2276,13.08,yes
2004,89.26,9.1775,22.402,56.035,38.223,20.931,1.736,6.287,38.698,2.68,6.287,59.629,0.42,35.5835,16.65,no
2004,263.482,-0.1045,0,279.311,41.164,0.332,0,-1.958,137.343,-92.098,-1.958,137.675,0,186.2392,5.65,yes
2004,223.387,8.9609,51.81,100.963,41.729,189.776,0,8.255,18.931,3.754,8.255,208.707,0,158.4792,11.75,yes
2004,304.482,15.1007,25.2,144.822,45.603,164.102,0,26.189,130.28,27.066,26.189,294.382,0,413.0871,39.639,yes
2004,307.08,21.5827,58.305,190.227,45.877,203.28,0,40.432,102.296,22.6,40.432,305.576,0,262.542,52,yes
2004,677.658,3.6862,15.608,510.524,54.395,595.4,0,-235.372,-95.311,-192.173,-235.372,500.089,0,80.2518,10.25,yes
2004,647.678,8.4679,0,332.629,59.341,49.88,3.399,86.068,245.33,46.416,86.068,295.21,0,671.7073,20.91,yes
2004,386.164,7.372,60.319,80.601,60.314,188.906,0,46.257,141.106,41.471,46.257,330.012,0,475.8345,17.28,no
2004,405.806,-14.4178,73.65,507.682,61.116,358.29,0,17.113,79.78,-25.597,17.113,438.07,0,0.0777,3.5,yes
2004,1183.518,4.7677,8.244,983.198,64.116,286.905,0,105.28,188.822,116.513,105.28,475.727,0,812.1693,22.1,yes
2004,269.847,6.9333,13.191,122.736,69.93,296.325,1.284,31.248,118.105,18.931,31.248,414.43,0.06,363.3794,18.84,yes
2004,580.277,1.9147,103.949,553.993,70.324,746.684,0,12.606,97.498,-6.82,12.606,844.182,0,96.7548,7.75,yes
2004,1581.355,11.2505,25.193,1049.208,70.71,521.634,0,93.622,186.994,35.171,93.622,708.628,0,895.862,19.12,yes
2004,463.973,-0.0936,3.551,398.697,74,290.923,9.345,-16.326,292.704,-247.228,-16.326,583.627,0,94.1851,7.63,yes
2004,415.81,16.9849,161.922,239.609,74.883,884.466,0,24.525,79.175,14.964,24.525,963.641,0,144.5098,15.75,yes
2004,431.095,10.2486,35.815,143.469,79.213,307.174,0,53.354,151.203,51.355,53.354,458.377,0,527.0607,24.57,yes
2004,383.016,7.5591,135.588,251.123,80.323,543.426,0.957,33.605,217.571,16.877,33.605,760.997,0,187.9834,13.9,no
2004,250.284,11.4717,124.584,153.979,86.99,385.577,0,10.259,35.834,5.23,10.259,421.411,0,72.3649,12.55,no
2004,1882.4,-29.9218,105.3,4265.9,97.4,852.2,0,-24.4,90.2,-746.8,-24.4,942.4,0,7.5697,0.15,yes
2004,959.705,7.5558,89.044,742.453,102.644,870.279,0,25.062,189.996,-3.979,25.062,1060.275,0,483.6255,17.42,yes
2004,753.626,39.6502,76.174,353.199,106.127,679.515,70.69,47.145,164.404,195.318,47.145,843.919,7,453.4451,56,yes
2004,512.823,-4.2336,71.527,621.478,108.932,771.188,2.054,-27.082,65.985,-273.628,-27.082,837.173,0.08,8.3411,5.8,yes
2004,651.065,-77.8549,43.802,1541.621,118.807,1335.306,1.125,-92.276,197.265,-815.729,-92.276,1532.571,0,16.5536,13.31,yes
2004,646.7,12.2052,128.3,292.2,122.6,777,0,117.4,189.8,101,117.4,966.8,0,971.8457,40,yes
2004,963.83,7.9077,186.313,695.561,134.852,1890.541,10.649,190.423,315.698,105.892,190.423,2206.239,0.32,1689.465,58.75,no
2004,744.528,22.6612,89.984,141.264,142.94,780.358,16.052,59.244,121.397,44.655,59.244,901.755,0.585,773.3401,43.9,no
2004,1554.9,36.2755,114.3,843.9,148.8,797.4,17,39.3,234.3,10.9,39.3,1031.7,0.88,532.336,28.32,yes
2004,776.8,-0.4552,144.2,710.7,153.5,793.4,25.4,95.8,281.1,28.8,95.8,1074.5,0,777.2,17.92,yes
2004,1010.247,2.2386,233.591,884.791,164.609,1957.324,0,-24.957,417.388,-161.459,-24.957,2374.712,0,428.1685,15.6,yes
2004,3789.382,11.0945,1459.52,1701.948,172.995,7748.853,13.848,87.155,2729.075,61.658,87.155,10477.928,0.07,2940.7845,17.87,yes
2004,1398.65,-2.579,69.431,1515.574,176.781,1724.054,0,-40.956,1679.451,-379.28,-40.956,3403.505,0,291.9703,11.1,yes
2004,645.71,-14.7097,100.029,1004.023,182.74,1101.647,0,53.852,164.747,-150.933,53.852,1266.394,0,91.9734,5.42,yes
2004,483.774,1.882,33.515,329.996,189.943,483.929,0,-11.173,129.058,-17.542,-11.173,612.987,0,228.8662,10.51,yes
2004,17673,-14.4339,0,21376,190,2111,4,400,2866,-4341,400,4977,0,683.769,5.69,yes
2004,397.531,1.7994,0,262.243,191.391,589.469,0,17.956,366.974,-26.567,17.956,956.443,0,181.366,4.46,yes
2004,1107.664,8.3562,40.295,701.479,219.365,266.857,0,201.055,1184.592,114.008,201.055,1451.449,0,1601.6666,34.95,yes
2004,2302,18.5206,212.6,1555.7,241.4,1877.2,0,22.7,367.3,-62.3,22.7,2244.5,0,303.6853,18.5,yes
2004,2678.709,2.8445,427.933,2349.729,242.435,1907.226,22.931,102.811,642.536,-34.59,102.811,2549.762,0.2,1364.7172,11.8,yes
2004,1070.724,9.5307,251.785,788.054,245.649,1109.752,0,27.614,116.845,-23.837,27.614,1226.597,0,501.8303,17.4,yes
2004,3103.622,26.9128,63.658,2530.783,278.304,1720.022,12.963,166.996,288.099,89.424,166.996,2008.121,0,985.4955,48.23,yes
2004,1931,2.2218,0,1880,298,2325,4,-278,162,-336,-278,2487,0,400.0816,36.3,yes
2004,5458.9,26.3068,327.9,3883.1,377,2671.3,45.5,22.6,519,-87.1,22.6,3190.3,0.8,2519.3491,48,yes
2004,1134.125,-4.3811,42.498,1668.802,448.42,-76.594,0,382.347,400.748,132.013,382.347,324.154,0,19.5266,0.795,yes
2004,2290.78,17.5056,397.689,1850.757,687.715,2161.294,0,-31.428,529.572,1281.641,-31.428,2690.866,0,314.8503,22.25,yes
2004,21801,-41.7006,203,27320,696,13814,19,-1474,1188,-5198,-1474,15002,0,1045.9284,13.2,yes
2004,2182.707,3.1341,0,1558.009,781.966,2773.074,0,-85.41,602.708,-546.226,-85.41,3375.782,0,1600.5396,11.3,yes
2004,14168.196,21.2253,49.796,7331.352,850.214,2708.394,163.01,1349.289,3017.853,555.536,1349.289,5726.247,0.48,13361.4562,53,yes
2004,27216.088,8.551,179.395,22234.97,1097.157,8300.595,0,72.941,929.293,-242.461,72.941,9229.888,0,2113.8455,6.42,yes
2004,15928,10.9691,1619,13074,1437,5242,127,169,726,54,169,5968,0.9,7047.3702,29.59,yes
2004,42555,12.0752,1998,29860,2337,9983,333,3020,9682,2082,3020,19665,0.32,24580.0253,25.19,yes
2004,16593,-6.3061,1958,19934,3658,25674,157,205,2948,-4753,205,28622,0.28,5062.024,11.78,yes
2004,357168,49.5151,149217,342248,90935,7611,258,13211,13639,2369,13211,21250,0.64,22969.041,89.72,yes
2005,4.193,-4.2252,0,66.256,0,0,0.113,-0.406,0,-0.448,-0.406,0,0,4.1149,0.65,yes
2005,0,-0.6595,0,0.184,0,0,0,-0.198,0,-0.198,-0.198,0,0,0.0698,3.5,yes
2005,2.137,-0.537,0,7.501,0,0,0,-1.041,0.074,-0.676,-1.041,0.074,0,1.9978,0.44,yes
2005,0.144,-0.0278,0,0.387,0,0,0,-1.089,0,-0.957,-1.089,0,0,3.6662,1.7,no
2005,0.011,-7.00E-04,0,0.017,0,0,0,-0.037,0,-0.037,-0.037,0,0,0.4199,0.15,no
2005,0.027,-4.00E-04,0,0.111,0,0.007,0.052,-5.266,-0.004,-21.573,-5.266,0.003,0,5.643,0.37,no
2005,3.92,0.007,0,3.856,0,0,20.225,20.164,21.085,20.223,20.164,21.085,2.13,264.0456,34.4,no
2005,4.166,0.0134,0,3.57,0,0,0,-0.259,0,-0.259,-0.259,0,0,0.2851,0.02,no
2005,1.444,0.0173,0,0.567,0,0.191,0,-0.188,-0.188,-0.075,-0.188,0.003,0,2.0272,0.65,no
2005,125.003,0.1878,0,3.036,0,0,0,-7.372,0,-14.928,-7.372,0,0,259.8172,0.65,no
2005,22.46,1.3138,0,1.284,0,0.345,0,-5.895,0.693,-5.468,-5.895,1.038,0,18.9709,2.92,no
2005,470.641,9.7106,0,439.266,0,11.38,0.445,5.315,16.998,1.407,5.315,28.378,0.155,67.0433,21.64,no
2005,845.108,11.4069,0,786.431,0,14.961,2.665,14.867,38.968,6.511,14.867,53.929,0.5245,98.5076,26.8182,no
2005,125,18.0962,0,52,0,3,49,-22,1,29,-22,4,13,70.595,32,yes
2005,0.905,-0.059,0.202,3.813,0,0.561,0,-2.396,0.201,-3.806,-2.396,0.762,0,6.922,0.155,no
2005,42.549,7.044,0.626,6.357,0,21.169,2.8,5.171,7.438,3.849,5.171,28.607,0.54,71.7779,14.6,no
2005,245.815,12.0587,1.134,225.484,0,4.907,0.337,3.861,11.631,0.772,3.861,16.538,0.15,19.389,19.5,no
2005,1269.671,6.1564,2.652,1165.295,0,16.335,5.572,41.69,69.571,22.436,41.69,85.906,0.33,390.1115,24.99,no
2005,514.563,7.9396,3.127,452.785,0,7.928,0,7.615,18.643,2.632,7.615,26.571,0,99.7524,20,no
2005,480.094,-38.0149,9.16,1943.78,0,778.941,0,79.724,292.092,-9.614,79.724,1071.033,0,241.7988,7.95,yes
2005,2307.608,9.9077,11.154,2091.482,0,53.386,9.652,16.794,51.824,5.944,16.794,105.21,0.48,485.3615,24.24,no
2005,517.813,19.9035,12.859,105.472,0,565.488,15.63,33.307,103.867,30.961,33.307,669.355,0.78,491.8216,31.98,yes
2005,2506.318,24.7432,37.32,990.2,0,392.635,0,67.275,522.028,29.966,67.275,914.663,0,2318.3696,39.45,yes
2005,334.842,8.9742,159.986,214.938,0,437.474,0,17.76,239.352,5.2,17.76,676.826,0,130.4034,12.45,yes
2005,731.653,18.8765,283.665,229.821,0,911.161,1.347,91.667,432.939,55.887,91.667,1344.1,0.05,789.3087,32.39,yes
2005,0.136,-0.1058,0.081,3.817,0.005,0.211,0,-1.045,0.333,-1.735,-1.045,0.544,0,7.3095,0.39,no
2005,0.75,-0.0079,0,0.984,0.006,1.301,0,-0.527,1.719,-0.527,-0.527,3.02,0,11.0626,0.5,no
2005,0.942,0.0159,0.102,0.864,0.018,0.073,0,-0.192,0.22,-0.139,-0.192,0.293,0,1.4751,1.01,no
2005,5.843,0.1255,0.047,0.579,0.027,0.101,1.019,-1.774,0.438,-1.771,-1.774,0.539,0,3.3319,0.57,no
2005,0.764,0.0416,0.055,0.186,0.036,0.032,0,-0.112,0.422,-0.172,-0.112,0.454,0,0.5143,0.12,no
2005,3.957,0.264,0,0.311,0.04,3.971,0,-3.878,-3.832,-3.748,-3.878,0.139,0,71.4132,7,no
2005,0.227,-0.0108,0,0.774,0.048,0.19,0,-0.214,0.338,-0.216,-0.214,0.528,0,4.5527,0.14,no
2005,5.989,0.1646,0.107,0.858,0.092,0.302,0,-3.464,0.19,-4.026,-3.464,0.492,0,63.5869,2.85,no
2005,0.246,-0.1088,0.068,4.102,0.096,0.901,0,-1.097,0.352,-2.16,-1.097,1.253,0,0.8864,0.07,no
2005,54.462,1.2707,0,4.723,0.149,0.134,0,-24.872,1.03,-24.038,-24.872,1.164,0,240.7356,9.3,no
2005,0.954,-0.1007,0.193,5.81,0.175,1.654,0.035,-1.689,-1.573,-1.889,-1.689,0.081,0,1.1446,0.13,no
2005,8.882,1.7959,0,1.21,0.204,1.243,0,-0.288,0.318,0.324,-0.288,1.561,0,21.36,5.2,no
2005,4.464,-1.6019,0.149,10.439,0.215,1.976,0,-1.717,-0.597,-2.16,-1.717,1.379,0,6.8413,3,no
2005,2.47,0.1497,0.061,0.618,0.231,5.807,0,0.003,2.413,0.018,0.003,8.22,0,0.9898,0.19,no
2005,0.52,-0.1086,0,7.503,0.254,0.229,0.27,-2.517,0.494,-2.894,-2.517,0.723,0,13.0986,0.5,no
2005,1.516,0.0021,0.377,1.5,0.257,2.161,0,-0.117,0.933,0.006,-0.117,3.094,0,1.6458,0.46,yes
2005,1.586,-0.055,0.744,2.441,0.258,2.448,0.744,-0.499,1.999,-0.715,-0.499,4.447,0,7.9331,1.01,no
2005,8.424,0.455,4.734,4.102,0.261,10.082,0,1.018,3.766,1.134,1.018,13.848,0,4.1791,0.76,yes
2005,9.166,4.5165,0,0.395,0.382,0.189,0.739,2.086,2.461,1.561,2.086,2.65,0.38,20.4881,20.3,no
2005,3.984,1.1451,0.556,0.653,0.495,3.14,0,0.284,2.393,0.312,0.284,5.533,0,4.4624,3.3,no
2005,8.389,10.1508,0.398,0.512,0.587,2.83,0,0.574,1.493,0.349,0.574,4.323,0,4.85,7,no
2005,3.64,0.1071,0.657,1.824,0.592,2.173,0,-0.085,1.447,0.239,-0.085,3.62,0,4.2375,0.92,no
2005,1.911,0.0622,0.756,0.912,0.683,1.868,0,0.037,2.433,0,0.037,4.301,0,8.7489,1.1,no
2005,1.379,-0.0907,0.05,4.819,0.728,2.924,0,-1.484,1.213,-2.345,-1.484,4.137,0,23.5036,1.05,yes
2005,155.541,2.6417,0,39.768,1.042,65.774,0,-61.541,28.917,-54.945,-61.541,94.691,0,147.6936,7.55,yes
2005,10.544,0.149,1.904,2.488,1.091,4.326,0.521,-3.863,2.858,-3.791,-3.863,7.184,0,25.0792,1.72,no
2005,9.843,0.473,0.384,3.53,1.11,9.765,0,-1.625,2.962,-1.485,-1.625,12.727,0,29.0986,2.85,no
2005,8.22,0.8938,1.095,4.087,1.22,2.953,0,0.489,5.533,0.269,0.489,8.486,0,4.0691,3.5,no
2005,4.524,-0.364,1.688,8.186,1.304,25.109,0,-2.159,7.197,-1.905,-2.159,32.306,0,3.2192,0.82,no
2005,13.617,2.5816,1.028,2.653,1.495,6.86,0,0.351,4.567,0.245,0.351,11.427,0,13.2506,4.21,no
2005,17.759,3.6355,2.15,0.981,1.667,5.649,0,2.471,6.522,1.798,2.471,12.171,0,73.9323,22.23,no
2005,11.836,2.7288,1.018,4.542,1.907,12.375,0.388,1.019,3.279,0.335,1.019,15.654,0.15,8.3237,6.88,no
2005,13.81,0.197,3.002,13.024,2.049,13.879,0,1.22,4.871,-0.71,1.22,18.75,0,9.4962,5,no
2005,738.117,18.9062,1.802,505.4,2.056,370.608,8.617,41.253,98.286,0.177,41.253,468.894,0.525,312.1562,37.75,yes
2005,19.577,30.7283,6.077,3.629,2.085,18.725,0.052,0.737,6.227,0.557,0.737,24.952,0.1,9.0825,22,no
2005,24.592,2.3975,0,3.048,2.148,0.227,0,-0.02,0.875,0.162,-0.02,1.102,0,29.2045,8,no
2005,18.644,3.5533,12.159,5.305,2.946,11.513,0.561,3.804,20.276,2.398,3.804,31.789,0.15,30.2197,13.04,no
2005,10.343,-0.6749,5.004,13.792,3.048,8.68,0,1.844,16.37,1.606,1.844,25.05,0,4.7265,1.01,no
2005,12.751,4.0427,3.543,2.329,3.057,11.627,0.309,3.388,7.403,2.176,3.388,19.03,0.12,25.0066,9.7,no
2005,66.27,1.0404,0,13.248,3.101,7.808,0,-12.982,20.313,-12.986,-12.982,28.121,0,70.8358,2.56,no
2005,55.872,6.9707,24.803,12.744,3.186,55.674,0,-2.707,23.747,-1.98,-2.707,79.421,0,6.9294,1.13,yes
2005,241.973,4.1983,152.893,161.412,5.053,238.662,3.457,-23.79,164.575,-30.251,-23.79,403.237,0.18,87.5018,9.2,yes
2005,27.922,24.4079,5.971,4.344,5.371,32.358,0.841,-1.024,7.403,-0.399,-1.024,39.761,0.87,19.32,32.69,no
2005,254.493,41.1755,30.176,121.249,5.47,727.161,1.51,27.274,256.518,15.542,27.274,983.679,0.57,178.7566,57,no
2005,23.777,1.9534,4.297,14.979,5.587,27.248,0,2.8,7.797,3.299,2.8,35.045,0,16.6648,4.55,no
2005,36.348,2.3816,1.694,8.619,6.046,16.667,0,0.961,13.279,0.593,0.961,29.946,0,55.0714,6.19,no
2005,19.06,1.2029,5.551,4.851,6.847,15.715,0,-0.726,11.067,-0.422,-0.726,26.782,0,60.5956,5.23,yes
2005,726.685,10.1126,3.955,466.424,7.104,124.104,0,45.159,195.16,12.301,45.159,319.264,0,264.2477,12.37,yes
2005,100.55,17.7746,5.658,78.154,7.163,31.049,0.176,0.791,23.319,-1.793,0.791,54.368,0.14,7.1568,7.59,no
2005,17.289,0.0507,0,15.605,7.359,37.08,0,-7.329,7.643,-6.322,-7.329,44.723,0,25.9217,1.25,yes
2005,153.281,10.4288,0,135.844,7.511,25.51,0,0.704,8.02,0.324,0.704,33.53,0,10.45,10,yes
2005,18.54,-0.8513,8.676,17.07,9.336,20.581,0,0.269,4.953,-0.192,0.269,25.534,0,0.1789,0.12,no
2005,65.438,2.9134,35.613,37.285,9.483,58.076,0,2.142,25.802,0.445,2.142,83.878,0,86.589,15.51,no
2005,71.6,2.5181,7.6,29.8,9.6,42.8,0,-13.2,36,-16.8,-13.2,78.8,0,50.962,5.58,yes
2005,204.716,0.3172,0,190.88,10.952,38.823,0.727,-9.145,23.706,-37.149,-9.145,62.529,0,370.8125,8.6,no
2005,25.196,-0.1174,0,20.307,11.777,54.721,0.273,0.46,16.807,-2.332,0.46,71.528,0,14.3017,0.5,yes
2005,86.289,5.1978,3.228,18.946,14.64,101.31,1.338,1.513,21.798,0.405,1.513,123.108,0,150.9374,20.25,yes
2005,56.934,0.5448,2.932,17.177,15.672,154.071,0.313,-9.179,2.566,-8.51,-9.179,156.637,0,53.3286,1.64,yes
2005,388.135,2.6461,184.631,329.727,16.444,163.196,0,21.234,164.717,-2.558,21.234,327.913,0,79.4628,4.65,yes
2005,55.931,5.5643,27.957,18.834,17.494,165.858,2.253,9.793,16.042,6.454,9.793,181.9,0.32,62.0031,9.94,no
2005,1146.256,-21.7448,0,1960.42,17.51,122.57,39.361,-6.431,131.606,-235.67,-6.431,254.176,0,65.8998,2.15,yes
2005,3015.119,15.3126,603.178,1900.406,17.528,2219.753,0,206.332,872.03,100.784,206.332,3091.783,0,2842.6479,41.1,yes
2005,92.502,2.4699,33.003,22.347,18.996,209.74,0,4.217,24.103,16.63,4.217,233.843,0,101.2194,3.98,yes
2005,32.305,11.4006,0,7.691,19.084,3.206,1.203,11.927,11.956,8.513,11.927,15.162,0.55,321.691,183.5,no
2005,55.6,8.9905,0,4.678,19.564,64.659,1.693,5.371,33.802,3.567,5.371,98.461,0.3,69.9504,14.92,yes
2005,23.319,3.5342,0,2.114,21.205,0,20.267,18.596,18.96,20.267,18.596,18.96,3.3779,293.4,59,no
2005,405.837,-21.7125,0,836.916,22.389,72.09,0,6.115,14.07,-99.382,6.115,86.16,0,4.1114,0.51,yes
2005,673.99,16.2358,3.179,403.908,25.601,180.547,0,-28.31,99.5,-50.938,-28.31,280.047,0,692.016,45.75,yes
2005,246.671,-0.0727,0,257.832,27.385,0.185,0,15.71,148.993,-1.739,15.71,149.178,0,321.0324,2.32,yes
2005,164.328,0.8451,16.117,54.826,29.71,146.788,6.473,-6.369,37.837,-63.974,-6.369,184.625,0,121.3882,3.5,yes
2005,562.863,0.6539,4.777,501.256,30.082,224.564,0,56.312,198.163,47.713,56.312,422.727,0,931.727,10.24,yes
2005,300.581,-0.0752,5.245,320.75,31.4,332.767,0,-98.524,110.412,-15.722,-98.524,443.179,0,262.9859,2.33,yes
2005,323.207,12.0938,1.956,71.269,33.996,67.295,0,8.11,111.936,13.963,8.11,179.231,0,807.4483,42.16,yes
2005,194.11,2.834,17.693,94.26,34.606,191.73,0,-37.888,128.809,-38.195,-37.888,320.539,0,306.1748,28.29,yes
2005,399.543,4.3243,0,355.798,35.812,128.909,0,-3.191,125.065,-36.248,-3.191,253.974,0,69.9016,7.5,yes
2005,87.322,10.441,22.681,48.729,37.258,22.047,2.012,5.206,34.84,6.244,5.206,56.887,0.44,36.2232,10.82,no
2005,788.487,22.3485,179.382,184.63,38.376,1592.262,30.27,79.561,630.336,63.421,79.561,2222.598,1.12,1162.9408,44.15,no
2005,179.541,11.8892,52.403,52.493,41.473,177.37,5.983,16.703,53.879,10.903,16.703,231.249,0.56,236.2675,27.99,no
2005,970.432,6.2524,6.624,741.656,41.691,840.048,0,-5.628,154.225,-13.971,-5.628,994.273,0,281.743,13.01,yes
2005,296.029,8.3829,78.151,177.4,51.497,232.097,0,25.447,34.744,13.715,25.447,266.841,0,313.1906,23.22,yes
2005,359.791,14.1532,95.647,210.319,52.233,761.532,1.573,-13.62,42.242,-19.308,-13.62,803.774,0.15,143.2072,20.52,yes
2005,373.444,7.3642,63.475,66.888,55.348,149.254,0,12.148,111.53,9.657,12.148,260.784,0,452.0801,11.9,no
2005,469.928,11.5288,94.346,308.179,55.563,166.653,0,32.489,164.262,15.17,32.489,330.915,0,185.7572,17.94,yes
2005,1187.889,5.498,8.736,965.847,61.203,340.824,6.238,117.005,215.805,46.868,117.005,556.629,0.04,603.7707,19.55,yes
2005,383.116,-20.8649,5.132,570.483,61.427,879.782,0,-16.773,13.152,-125.724,-16.773,892.934,0,5.388,4.7,yes
2005,456.758,-2.1009,4.766,419.939,62.356,268.123,6.957,3.595,252.278,-50.849,3.595,520.401,0,23.6187,5.37,yes
2005,534.652,-3.3925,101.835,574.19,71.857,892.765,0,10.324,82.252,-59.99,10.324,975.017,0,43.1865,7.76,yes
