fyear,at,bkvlps,invt,Lt,rectr,cogs,dvt,ebit,gp,ni,oiadp,revt,dvpsx_f,mkvalt,prch_f,Bankrupt
2003,342.469,7.7958,0,323.689,0,6.151,0.276,4.574,13.877,1.341,4.574,20.028,0.085,30.1125,12.5,no
2003,222.613,9.6061,0,207.714,0,2.762,0.008,2.462,7.129,0.482,2.462,9.891,0,40.0934,26.5,no
2003,220.21,23.0332,0.214,200.793,0,3.862,0.303,3.708,10.552,1.275,3.708,14.414,0.36,16.6493,19.9,no
2003,37.537,6.4123,0.565,4.584,0,21.731,3.112,5.113,7.645,3.583,5.113,29.376,0.48,60.3833,12.15,no
2003,689.21,11.4567,0.965,637.46,0,9.673,2.434,11.869,35.06,5.805,11.869,44.733,0.5425,111.7958,25.05,no
2003,734.712,4.8931,2.482,672.956,0,6.698,4.025,25.46,47.537,13.955,25.46,54.235,0.32,243.0805,21.05,no
2003,2264.149,8.0108,6.942,2121.068,0,60.002,7.845,41.584,75.163,22.781,41.584,135.165,0.44,397.5859,24.15,no
2003,488.495,19.9829,12.955,67.396,0,486.981,13.56,38.783,104.42,18.666,38.783,591.401,0.645,489.3151,23.5036,yes
2003,1756.843,-15.218,17.68,2650.199,0,372.222,0,-169.77,379.074,-597.437,-169.77,751.296,0,1.9372,0.21,yes
2003,323.991,8.4107,156.458,215.669,0,435.37,0,11.79,228.933,1.87,11.79,664.303,0,60.2737,4.68,yes
2003,0.119,-0.0057,0,0.287,0.002,0.582,0,-0.975,-0.568,-4.471,-0.975,0.014,0,17.5153,0.8,no
2003,22.58,0.8326,0,2.092,0.002,3.545,0.124,-3.545,-3.47,-3.504,-3.545,0.075,0,176.1861,7.53,no
2003,1.578,-0.0252,1.161,2.172,0.003,3.94,0,-1.381,1.128,0.892,-1.381,5.068,0,1.8615,0.2,no
2003,0.065,-0.0671,0,1.298,0.007,0.803,0,-8.438,0.137,-8.314,-8.438,0.94,0,18.5992,1.6,no
2003,1.035,0.0038,0.072,0.675,0.021,0.105,0,-0.006,0.332,-0.165,-0.006,0.437,0,0.5656,0.02,no
2003,7.337,0.2387,0.233,2.858,0.027,4.368,0,-5.654,-4.155,-11.738,-5.654,0.213,0,66.6264,4.1,no
2003,0.441,-0.0089,0,0.852,0.04,0.299,0,-0.441,0.273,0.459,-0.441,0.572,0,5.5166,0.3,no
2003,0.393,-0.1661,0.054,3.871,0.059,0.22,0,-0.875,0.208,-1.107,-0.875,0.428,0,6.2817,0.45,no
2003,0.51,-0.3218,0.085,2.889,0.067,0.885,0,-1.045,0.372,-1.286,-1.045,1.257,0,0.7393,0.15,no
2003,0.941,-2.6715,0,6.274,0.089,1.519,0,-2.056,-0.926,-1.611,-2.056,0.593,0,0.5823,1.6,no
2003,6.637,0.2671,4.335,4.169,0.101,2.329,0,-2.394,0.804,-1.665,-2.394,3.133,0,6.93,1.4,yes
2003,0.84,0.0938,0.079,0.297,0.134,0.017,0,0.063,0.378,0.272,0.063,0.395,0,2.3164,0.74,no
2003,0.666,-0.0179,0.378,0.911,0.135,1.114,0.072,0.009,0.928,-0.003,0.009,2.042,0,3.4273,0.35,no
2003,8.724,1.8379,0,0.81,0.151,0.775,0,-0.191,0.415,-0.267,-0.191,1.19,0,18.5158,4.5,no
2003,5.69,0.4312,0,0.221,0.16,4.334,0,-4.188,-4.076,-4.772,-4.188,0.258,0,117.8251,17.2,no
2003,0.832,-0.0702,0,4.12,0.179,0.713,0.015,-2.697,0.809,-4.212,-2.697,1.522,0,25.6754,0.69,no
2003,2.351,0.0812,0.311,0.974,0.204,0.979,0,-0.198,0.893,0.023,-0.198,1.872,0,1.695,0.27,no
2003,10.171,0.7049,0.247,3.904,0.208,1.177,0,-1.694,0.972,-1.119,-1.694,2.149,0,4.7122,1.45,no
2003,7.125,3.5649,0,0.202,0.24,0.256,0.566,1.524,1.855,1.093,1.524,2.111,0.07,14.0795,7.4,no
2003,0.951,0.012,0.272,0.856,0.242,2.646,0,-0.031,1.021,0.469,-0.031,3.667,0,2.923,0.75,yes
2003,3.902,1.0974,0.708,0.714,0.318,3.3,0.29,-0.472,1.76,-0.282,-0.472,5.06,0.1,3.2565,1.95,no
2003,3.191,0.0371,0.176,2.369,0.394,0.489,0,-2.449,0.483,-2.569,-2.449,0.972,0,18.853,2.3,no
2003,2.03,0.1299,0.066,0.663,0.412,4.89,0,0.118,2.142,0.162,0.118,7.032,0,2.6308,0.28,no
2003,1.892,0.0627,0.663,0.939,0.576,1.339,0,0.193,1.822,0.183,0.193,3.161,0,10.0327,0.73,no
2003,7.602,9.4549,0.45,0.265,0.598,3.042,0,0.013,0.806,0.062,0.013,3.848,0,5.238,7.25,no
2003,1.038,-0.045,0.043,2.175,0.663,2.447,0,-0.743,0.825,-0.951,-0.743,3.272,0,0.2022,0.15,yes
2003,10.319,0.2123,1.279,3.806,0.808,4.401,0.052,-2.489,3.017,-2.602,-2.489,7.418,0,6.0887,0.74,no
2003,2.094,0.2635,0,0.537,0.821,5.595,0,-0.778,0.796,-0.893,-0.778,6.391,0,2.3636,0.51,yes
2003,249.423,6.9811,154.984,117.843,0.966,215.012,7.475,27.874,228.593,17.428,27.874,443.605,0.4,318.9082,19.02,yes
2003,12.744,2.5467,1.571,2.086,1.16,6.781,0,-2.46,1.715,-1.4,-2.46,8.496,0,12.9317,3.75,no
2003,6.575,0.7866,0.98,2.966,1.194,2.03,0,0.328,4.343,0.134,0.328,6.373,0,2.5693,0.95,no
2003,48.882,1.124,0,11.143,1.38,1.587,0,-4.636,15.58,-5.537,-4.636,17.167,0,94.6815,3.33,no
2003,9.174,2.8977,0.606,1.782,1.531,8.074,0.096,0.577,2.719,0.353,0.577,10.793,0.0375,6.8877,3.49,no
2003,12.212,0.5128,0,3.528,1.562,5.35,0,0.94,3.995,0.665,0.94,9.345,0,8.5116,2,no
2003,18.698,29.5665,6.456,3.353,1.63,15.408,0.104,1.075,6.152,0.597,1.075,21.56,0.35,15.051,30.25,no
2003,12.42,2.391,1.15,1.687,1.739,9.854,0,1.632,2.157,2.108,1.632,12.011,0,214.0355,69.69,no
2003,8.274,2.8223,1.789,0.998,1.877,8.493,0.312,0.883,3.997,0.611,0.883,12.49,0.1,5.4138,2.25,no
2003,634.616,15.3291,1.577,494.385,2.061,375.169,0,69.149,117.916,106.39,69.149,493.085,0,318.8078,37.12,yes
2003,19.087,3.5315,13.795,4.869,2.135,10.407,0.394,3.749,19.955,2.373,3.749,30.362,0.1,42.8769,13.86,no
2003,10.398,-0.7925,5.955,15.134,2.281,8.499,0.008,-0.862,15.921,3.463,-0.862,24.42,0,0.8966,0.33,no
2003,17.345,0.2552,2.178,12.389,2.452,11.727,0,0.951,4.777,0.295,0.951,16.504,0,6.2147,0.42,no
2003,10.13,-0.2038,1.499,13.338,3.088,10.108,0,-1.595,3.429,-2.925,-1.595,13.537,0,4.5658,0.6,no
2003,33.97,2.3507,3.461,8.604,3.093,10.066,0,-2.726,10.091,-1.404,-2.726,20.157,0,41.0058,5,no
2003,237.408,1.7907,0,48.472,3.143,5.046,0,-31.763,3.566,-33.402,-31.763,8.612,0,279.6068,4.6,yes
2003,18.166,0.6177,4.612,15.421,3.154,21.153,0,-0.161,4.524,6.579,-0.161,25.677,0,4.5773,1.3,no
2003,11.387,7.8953,2.868,2.189,3.202,11.369,0,0.371,5.832,2.571,0.371,17.201,0,19.9215,19.75,no
2003,204.214,4.6687,0.913,174.185,3.415,124.669,0,17.895,43.343,0.157,17.895,168.012,0,49.848,9,yes
2003,77.433,-0.1141,0,100.153,3.577,17.332,1.158,-20.577,0.882,-22.491,-20.577,18.214,0,224.0834,1.21,no
2003,216.578,34.5669,32.304,109.801,3.634,677.056,0.322,20.162,225.364,11.1,20.162,902.42,0.13,77.2559,28.3,no
2003,15.417,0.0248,5.923,15.2,3.806,67.529,0,-18.255,3.012,-22.683,-18.255,70.541,0,10.2398,7.94,no
2003,28.138,24.8333,5.234,4.149,4.549,28.882,0.937,1.167,9.309,0.818,1.167,38.191,0.97,26.0917,29.99,no
2003,15.327,-0.8665,9.235,13.896,5.557,18.613,0,-1.605,3.606,-1.904,-1.605,22.219,0,0.4088,0.27,no
2003,20.385,0.8669,8.741,9.043,5.709,21.21,0,-1.11,5.419,-0.562,-1.11,26.629,0,33.3747,3.05,no
2003,18.762,1.3576,6.347,3.728,5.869,17.242,0,-2.516,11.321,-0.939,-2.516,28.563,0,34.7724,4.2,yes
2003,21.629,0.3615,0,12.607,6.677,36.107,0,-4.194,8.953,-22.052,-4.194,45.06,0,68.8344,4.755,yes
2003,102.022,19.0611,5.761,77.986,6.769,31.612,0.176,0.855,25.962,1.054,0.855,57.574,0.14,7.5534,7.79,no
2003,158.88,12.3638,0,138.047,7.5,33.309,0,1.005,8.416,0.712,1.005,41.725,0,14.4742,8.59,yes
2003,709.174,5.8,5.609,666.248,7.598,122.47,7.594,13.228,188.944,-31.677,13.228,311.414,0,36.7553,9.34,yes
2003,783.244,7.9283,18.44,423.83,9.071,608.131,0,147.033,268.28,82.798,147.033,876.411,0,446.5301,14.67,yes
2003,18.322,6.2238,0,4.331,10.502,2.307,1.718,6.892,6.943,5.33,6.892,9.25,0.75,126.45,58.24,no
2003,54.551,5.2333,26.686,29.35,10.91,50.441,0.245,6.269,26.151,3.165,6.269,76.592,0.05,71.6883,15.539,no
2003,47.11,0.5791,5.441,23.506,11.539,118.374,0,0.818,14.03,2.63,0.818,132.404,0,46.4664,1.4,yes
2003,46.028,4.3607,21.044,12.996,14.689,106.402,0.757,3.82,9.757,2.536,3.82,116.159,0.1,24.7703,4.45,no
2003,48.473,7.9814,0,4.607,18.705,62.963,0,9.541,34.272,5.783,9.541,97.235,0,38.6314,10.93,yes
2003,483.404,0.1968,3.408,465.184,19.614,160.69,0,-19.797,112.576,-8.113,-19.797,273.266,0,248.9449,2.88,yes
2003,118.669,1.6486,46.997,55.664,19.948,218.767,0,0.521,45.007,-1.074,0.521,263.774,0,101.7266,7.88,yes
2003,142.304,8.6798,14.594,28.008,20.999,83.688,0,36.401,108.026,16.408,36.401,191.714,0,172.5008,15.76,yes
2003,519.023,-12.8699,0,768.455,21.465,104.696,12.951,-12.413,3.848,-46.948,-12.413,108.544,0,31.3698,3.7,yes
2003,402.208,2.3889,173.09,349.478,23.724,158.439,0,46.29,179.833,9.713,46.29,338.272,0,97.1212,4.75,yes
2003,342.966,2.0269,0,244.935,23.911,38.437,0.909,70.155,126.39,68.592,70.155,164.827,0,510.2613,10.84,yes
2003,1335.273,16.9954,701.928,573.554,24.07,1376.018,0,122.153,1019.254,74.825,122.153,2395.272,0,1348.1555,30.45,yes
2003,25.66,4.1108,0,0.995,24.666,0,12.689,12.684,12.944,12.689,12.684,12.944,2.1148,171.6,30.58,no
2003,769.706,7.2462,6.127,511.764,26.308,483.196,0,34.691,160.483,12.635,34.691,643.679,0,370.9207,19.4,yes
2003,201.567,-4.0334,24.752,224.827,26.922,171.167,0,4.247,51.458,-46.582,4.247,222.625,0,4.8261,1,yes
2003,74.727,0.2028,0,68.607,27.216,103.191,0.067,2.412,27.21,-6.18,2.412,130.401,0,15.943,1.15,yes
2003,334.711,-0.0241,5.335,340.264,28.528,305.447,0,-113.335,83.404,-112.302,-113.335,388.851,0,828.5868,7.06,yes
2003,216.642,8.9628,43.845,99.919,29.683,166.377,0,0.954,13.55,0.019,0.954,179.927,0,105.7468,8.5,yes
2003,383.468,-15.5624,0,732.473,30.859,157.738,25.201,-29.476,165.153,-123.051,-29.476,322.891,0,31.7707,1.49,yes
2003,440.629,9.6282,0,343.384,31.213,108.324,0,-8.67,111.966,740.543,-8.67,220.29,0,77.265,13,yes
2003,266.54,4.2881,62.525,227.134,31.877,195.187,0,6.639,56.615,-22.516,6.639,251.802,0,52.1884,6.2,yes
2003,160.939,13.6309,38.062,44.477,32.148,146.715,5.809,14.02,49.111,9.787,14.02,195.826,0.68,225.5616,27.23,no
2003,534.597,2.6477,27.196,459.874,32.47,103.312,0,-0.713,121.665,-32.703,-0.713,224.977,0,709.5011,26.415,yes
2003,744.315,21.2029,173.552,168.867,34.111,1465.73,29.909,70.621,576.769,54.576,70.621,2042.499,1.1,985.182,37.48,no
2003,544.181,6.9685,0,282.696,35.315,44.343,3.545,58.56,185.844,33.25,58.56,230.187,0,448.1638,14.1,yes
2003,706.544,3.8994,136.784,610.981,36.674,592.98,7.263,22.578,116.963,-26.127,22.578,709.943,0.04,392.112,17.02,yes
2003,83.339,9.0877,21.819,56.086,37.132,22.114,1.477,6.152,43.276,0.918,6.152,65.39,0.4,19.9162,9,no
2003,367.089,0.1467,0,363.367,37.461,0.815,0,18.334,130.65,-37.938,18.334,131.465,0,52.7821,2.29,yes
2003,291.403,3.8499,26.292,199.967,39.14,207.28,0,-21.006,35.842,150.414,-21.006,243.122,0,349.125,15,yes
2003,299.637,17.053,46.161,207.388,39.937,183.461,0,13.936,82.126,-7.054,13.936,265.587,0,130.4625,33,yes
2003,230.324,-4.5379,19.004,272.259,39.979,349.167,0,13.271,74.753,-109.681,13.271,423.92,0,13.3995,3.65,yes
2003,373,43.3643,9,191,41,197,0,9,46,100,9,243,135.23,352.548,172,yes
2003,693.06,1.739,6.597,620.716,43.591,244.87,0,93.737,161.116,71.99,93.737,405.986,0,861.12,20.98,yes
2003,446.486,-4.5223,27.943,584.537,43.993,291.524,0,-0.712,43.817,-177.275,-0.712,335.341,0,1.679,1.86,yes
2003,432.466,3.5357,148.248,352.981,50.111,389.336,0,-12.028,88.112,-153.028,-12.028,477.448,0,16.4111,3.99,yes
2003,308.596,6.372,43.916,47.808,53.04,112.302,0,-0.027,73.259,-2.17,-0.027,185.561,0,481.7108,12.19,no
2003,399.707,-9.7441,63.443,468.559,53.752,323.772,0,14.744,73.639,-119.18,14.744,397.411,0,12.3655,8.19,yes
2003,338.94,6.5017,117.27,223.83,54.232,384.459,0.961,-5.661,158.572,-18.049,-5.661,543.031,0,114.9896,7.45,no
2003,455.735,1.0057,4.983,446.921,55.11,800.099,0,19.808,65.364,-8.604,19.808,865.463,0,41.8043,5.1,yes
2003,303.688,9.0193,51.353,254.073,58.866,363.766,0,23.641,82.205,-8.606,23.641,445.971,0,55.01,12,yes
2003,347.807,7.0133,25.501,181.219,60.628,288.489,0,46.398,149.803,36.04,46.398,438.292,0,347.0313,21,yes
2003,578.341,2.6504,82.368,543.242,61.245,657.869,0,0.672,84.42,-220.549,0.672,742.289,0,66.7336,12,yes
2003,180.712,10.8712,93.377,88.296,61.812,208.431,0,4.173,27.344,2.399,4.173,235.775,0,74.8088,9.19,no
2003,166.534,6.1652,11.522,37.087,62.19,244.397,0,16.411,111.043,8.718,16.411,355.44,0,223.5004,12.68,yes
2003,333.482,12.1255,27.312,209.935,62.822,183.223,0,24.918,143.624,7.306,24.918,326.847,0,215.2936,22.44,yes
2003,418.166,12.0833,169.081,296.753,66.074,1030.044,0,9.457,80.767,76.657,9.457,1110.811,0,100.8819,11.56,yes
2003,1596.614,10.4555,25.321,1100.846,66.589,479.43,0,97.311,184.932,59.957,97.311,664.362,0,633.017,13.63,yes
2003,575.6,8.632,152.8,329.7,71.8,503.5,0,-37.6,30.6,-68.2,-37.6,534.1,0,455.2223,25.25,yes
2003,745.053,4.4056,3.261,449.333,76.07,227.044,3.912,-2.825,234.522,-24.339,-2.825,461.566,0,314.147,6.251,yes
2003,686.684,6.3352,77.411,524.547,76.218,617.076,4.096,24.434,114.091,-98.913,24.434,731.167,0.16,139.2259,5.61,yes
2003,566.276,-17.6966,142.907,778.582,84.197,407.343,0,-12.505,29.474,-176.099,-12.505,436.817,0,0.2999,0.08,yes
2003,2455.741,-19.3994,42.456,3308.896,85.032,487.015,6.719,-281.631,46.37,-382.71,-281.631,533.385,0,13.894,5.5,yes
2003,856.785,4.1679,124.616,720.346,86.914,1255.162,10.394,69.698,189.321,12.495,69.698,1444.483,0.32,945.4157,29.75,no
2003,960.545,7.791,87.608,740.164,93.892,788.358,0,8.941,203.862,-27.035,8.941,992.22,0,389.4636,13.91,yes
2003,292.971,4.5302,49.606,220.315,101.283,354.784,0,-4.949,82.892,-7.455,-4.949,437.676,0,84.1995,8,yes
2003,1623.5,-21.731,206.2,3240.4,102.7,1423.4,0,-228.1,-58.1,-788.3,-228.1,1365.3,0,6.8009,0.15,yes
2003,1135.521,-2.6046,0,1448.992,106.055,408.514,0,-273.303,368.356,-359.989,-273.303,776.87,0,4.2123,0.78,yes
2003,245.843,1.8645,12.715,146.782,107.62,337.403,0,18.972,139.093,1.672,18.972,476.496,0,37.2285,1.01,yes
2003,550.734,7.951,78.27,428.989,111.562,800.108,0,20.285,91.907,-0.812,20.285,892.015,0,151.4357,10.15,yes
2003,869.987,-8.8201,47.604,941.087,118.745,1169.225,4.642,45.673,349.308,20.434,45.673,1518.533,0,113.7928,10.95,yes
2003,722.7,-2.4134,120.5,710.1,126.2,670.2,9.6,61.8,226.7,-11.1,61.8,896.9,0,286.767,7.95,yes
2003,703.205,22.1228,68.228,110.999,140.606,682.981,14.353,100.889,157.368,73.72,100.889,840.349,0.525,1164.9869,46.15,no
2003,473.609,2.1913,27.694,306.704,147.939,239.339,0,-73.888,62.303,-83.449,-73.888,301.642,0,387.2544,20.24,yes
2003,1492.8,37.2353,109.8,923.1,151.1,673.8,13.4,53.9,225.5,26.5,53.9,899.3,0.88,405.144,27.45,yes
2003,1066.809,27.8787,103.018,788.022,151.408,824.59,0,61.263,274.5,495.484,61.263,1099.09,0,354,37,yes
2003,404.755,2.0506,0,251.937,175.542,515.733,0,14.258,330.78,-4.812,14.258,846.513,0,171.5183,2.89,yes
2003,789.906,-8.3828,95.882,993.022,181.288,1136.77,0,61.102,167.79,-21.489,61.102,1304.56,0,122.045,5.95,yes
2003,1673.797,5.7669,71.901,1412.089,182.06,1733.303,9.479,2.478,1734.259,-33.37,2.478,3467.562,0.21,476.5005,16.88,yes
2003,1075.709,4.7294,262.81,829.427,184.687,2114.003,0,36.723,493.985,-22.261,36.723,2607.988,0,755.0875,16.14,yes
2003,21364,-0.593,0,20795,189,1956,4,444,2863,-238,444,4819,0,1186.2578,5.5,yes
2003,1043.435,7.1604,29.089,677.487,196.413,240.791,0,201.599,1140.154,115.992,201.599,1380.945,0,1455.0163,31.69,yes
2003,2529.182,2.6439,390.199,2226.473,210.19,1616.092,22.556,49.089,568.951,18.954,49.089,2185.043,0.2,820.9076,7.75,yes
2003,2613.58,-2.5831,0,2672.216,230.093,527.247,0,159.582,263.221,43.512,159.582,790.468,0,0.1993,0.02,yes
2003,3375.605,22.9103,52.802,2871.759,252.887,1847.67,12.963,174.951,319.825,-2.852,174.951,2167.495,0,502.326,28.9,yes
2003,1453.28,-4.6512,13.852,1611.589,258.55,803.6,0,53.23,225.753,-646.045,53.23,1029.353,0,238.252,10.27,yes
2003,2296.6,19.8633,189.3,1667,324.4,1689.7,0,71.4,366.7,996.5,71.4,2056.4,0,550.5,23.64,yes
2003,5615.8,28.2538,293.1,3933.8,360.9,2429.8,45.8,-195.3,291.3,-205,-195.3,2721.1,0.8,2643.3285,47.25,yes
2003,7633,6.5387,347,6322,365,3391,116,-1,410,-302,-1,3801,0.9,2996.6414,17.1,yes
2003,2248,9.6818,13,1855,421,3002,0,-223,-70,24728,-223,2932,0,682,36,yes
2003,2049.812,6.207,0,860.159,568.34,2347.513,0,178.099,791.764,41.307,178.099,3139.277,0,1849.548,15.01,yes
2003,3633,10.9072,1517.256,1409.039,579.717,7320.151,14.66,-6.036,2457.987,-89.269,-6.036,9778.138,0.07,2279.5908,13.21,yes
2003,26356,-5.3341,202,26740,662,11706,22,-916,1597,-773,-916,13303,0.05,1459.0665,16.05,yes
2003,2471.808,-28.1112,414.516,3216.668,667.026,1893.69,0,83.301,606.803,-114.083,83.301,2500.493,0,0.5203,0.405,yes
2003,14280.152,21.1411,46.109,7232.698,867.145,2635.538,161.042,1360.474,2959.291,891.379,1360.474,5594.829,0.44,16940.1768,51.77,yes
2003,27303.932,11.1353,139.654,22271.787,988.947,7498.926,0,491.844,1353.313,282.022,491.844,8852.239,0,1996.1981,8.03,yes
2003,2344.176,-5.3486,138.224,2996.923,1226.882,-141.556,0,541.908,570.271,256.113,541.908,428.715,0,79.3267,0.98,yes
2003,20904,2.8021,1996,19334,3764,24822,157,676,3274,-56,676,28096,0.28,5720.663,10.3,yes
2003,312061,45.4816,137040,298887,65080,5719,178,11253,11568,1699,11253,17287,0.48,19256.8906,76.25,yes
2004,1.841,-4.1869,0,63.342,0,0,0.113,-0.357,0,-0.395,-0.357,0,0,4.4088,0.75,yes
2004,0,-0.7597,0,0.098,0,0,0,-0.061,0,-0.021,-0.061,0,0,0.1419,6.9231,yes
2004,3.367,-0.4692,0,8.055,0,0,0,-1.231,0.048,-1.231,-1.231,0.048,0,1.3989,0.45,yes
2004,0.023,-0.1276,0,0.417,0,0,0,-0.065,0,-0.079,-0.065,0,0,0.9261,2.75,no
2004,0.002,-0.0213,0,0.411,0,0.296,0,-0.293,-0.293,-0.33,-0.293,0.003,0,5.3774,2,no
2004,0.108,-0.0073,0,0.368,0,0,0,-1.627,0,-1.627,-1.627,0,0,11.8206,0.78,no
2004,0.055,-3.00E-04,0,0.086,0,2.841,0.166,-2.881,-2.833,-3.382,-2.881,0.008,0,11.5321,1.1136,no
2004,0.042,0.0036,0,0.012,0,0,0,-0.05,0,3.124,-0.05,0,0,0.8397,1.4,no
2004,3.014,0.0074,0,2.948,0,0,14.286,14.286,15.061,14.308,14.286,15.061,1.71,211.7121,25.99,no
2004,4.175,0.0192,0,3.32,0,0.55,0,-0.525,-0.525,0.485,-0.525,0.025,0,0.6682,0.08,no
2004,28.682,1.6555,0,1.673,0,0.282,0,-6.312,0.635,6.004,-6.312,0.917,0,46.3863,4.28,no
2004,405.047,7.9469,0,385.291,0,7.565,0.332,4.028,13.816,0.926,4.028,21.381,0.165,45.7424,18.6,no
2004,254.115,8.5196,0,238.26,0,3.306,0,3.919,9.094,1.218,3.919,12.4,0,63.3671,34.05,no
2004,40.58,6.7919,0.583,5.683,0,21.218,2.723,4.895,7.216,4.702,4.895,28.434,0.52,73.2165,15.25,no
2004,805.475,12.1442,0.757,750.073,0,9.027,2.529,15.036,37.77,6.161,15.036,46.797,0.555,123.4021,28,no
2004,1.423,-0.0526,0.836,3.312,0,1.697,0,-1.502,1.083,-1.658,-1.502,2.78,0,7.446,0.173,no
2004,230.541,12.0641,1.099,210.201,0,3.663,0.337,4.223,11.732,1.139,4.223,15.395,0.4,42.15,25,no
2004,1004.809,5.1636,3.225,918.376,0,8.553,4.401,30.669,55.298,16.008,30.669,63.851,0.264,338.4626,22.44,no
2004,2236.813,7.6,8.224,2099.39,0,51.973,8.588,13.177,50.934,2.376,13.177,102.907,0.48,395.4533,25,no
2004,499.569,-43.3445,9.308,1973.845,0,787.237,0,53.393,260.751,-30.256,53.393,1047.988,0,144.2151,8.04,yes
2004,498.292,19.1881,12.765,105.511,0,553.983,14.832,44.965,115.544,31.213,44.965,669.527,0.875,573.16,33.03,yes
2004,2090.482,24.4975,25.816,620.632,0,372.698,0,-30.068,453.309,904.561,-30.068,826.007,0,1620,28.1,yes
2004,315.575,8.6721,152.753,203.219,0,432.128,0,12.748,232.97,5.281,12.748,665.098,0,105.9801,9.15,yes
2004,0.183,-0.199,0.086,4.511,0.016,0.153,0,-0.884,0.335,-3.784,-0.884,0.488,0,2.6093,0.45,no
2004,0.98,0.002,0.08,0.782,0.026,0.105,0,-0.263,0.236,-0.245,-0.263,0.341,0,0.8806,0.05,no
2004,2.861,0.1867,0,0.469,0.055,4.233,0,-4.115,-4.032,-4.263,-4.115,0.201,0,81.7469,13.98,no
2004,6.754,0.2164,0.048,0.796,0.057,2.777,1.296,-3.442,-2.58,-3.067,-3.442,0.197,0,6.2744,4.07,no
2004,1.01,0.0518,0.051,0.442,0.06,0.051,0,-0.278,0.414,-0.561,-0.278,0.465,0,0.8766,0.53,no
2004,0.202,-2.348,0,0.887,0.087,0.471,0,-0.592,0.395,-0.599,-0.592,0.866,0,1.00E-04,0.9,no
2004,0.359,-0.0069,0,0.707,0.104,0.243,0,-0.328,0.385,-0.339,-0.328,0.628,0,6.0703,0.27,no
2004,33.962,1.07,0,2.128,0.114,0.017,0,-11.945,0.175,-11.775,-11.945,0.192,0,183.8612,8.55,no
2004,5.975,0.3401,2.813,2.788,0.119,9.434,0,0.346,2.768,0.561,0.346,12.202,0,3.3739,1.09,yes
2004,0.957,0.0031,0.241,0.934,0.121,2.168,0,-0.049,1.016,0.017,-0.049,3.184,0,2.259,0.6,yes
2004,0.352,-0.0505,0.15,1.911,0.132,1.986,0,-1.485,0.232,-0.976,-1.485,2.218,0,1.6982,0.319,no
2004,8.61,1.7974,0,0.908,0.15,0.808,0,-0.423,0.47,-0.25,-0.423,1.278,0,18.2113,6,no
2004,2.712,-1.4314,0,6.856,0.167,1.677,0,-1.7,-0.705,0.937,-1.7,0.972,0,2.904,1.4,no
2004,9.589,0.5185,0.26,3.994,0.173,1.554,0,-1.821,1.122,-2.334,-1.821,2.676,0,4.3164,1.39,no
2004,8.183,4.103,0,0.215,0.331,0.203,0.526,2.145,2.517,1.576,2.145,2.72,0.28,19.6919,10.2,no
2004,0.641,-0.078,0,4.899,0.334,0.38,0.299,-2.536,0.707,-2.922,-2.536,1.087,0,24.2595,0.8,no
2004,2.325,0.1725,0.103,0.51,0.372,5.207,0,-0.001,2.615,0.183,-0.001,7.822,0,1.5785,0.45,no
2004,5.219,0.2624,0.416,1.539,0.395,1.334,0.155,-0.026,1.95,0.014,-0.026,3.284,0,7.0773,1.75,no
2004,3.627,1.0368,0.638,0.615,0.454,2.973,0,-0.064,1.903,-0.176,-0.064,4.876,0,3.8056,5.75,no
2004,1.809,0.0575,0.747,0.895,0.546,1.554,0,-0.298,2.096,-0.332,-0.298,3.65,0,13.1995,2.68,no
2004,1.178,-0.0292,0.038,2.256,0.575,2.978,0,-1.599,1.023,-1.669,-1.599,4.001,0,7.378,0.45,yes
2004,7.943,9.7126,0.445,0.406,0.577,3.049,0,0.213,1.019,0.199,0.213,4.068,0,5.044,9,no
2004,11.586,0.2543,2.282,2.119,0.657,2.847,0.26,-3.069,2.064,-3.176,-3.069,4.911,0,36.2435,2.34,no
2004,2.119,0.0056,0.136,1.989,0.783,0.759,0,-1.574,1.092,-1.855,-1.574,1.851,0,24.6503,1.43,no
2004,3.064,0.087,0.399,1.59,0.819,1.623,0,-0.012,1.364,-0.004,-0.012,2.987,0,4.2375,0.28,no
2004,259.525,6.6958,155.857,130.959,0.87,217.57,9.118,5.188,209.121,1.758,5.188,426.691,0.48,172.425,17.25,yes
2004,25.52,1.9043,0,2.271,0.92,0.149,0,-0.384,0.756,9.87,-0.384,0.905,0,14.8953,5.15,no
2004,12.864,2.5174,1.501,2.233,1.138,7.466,0,-0.104,4.079,-0.165,-0.104,11.545,0,15.6251,4.39,no
2004,7.669,-0.2032,3.095,9.654,1.185,29.245,0,-1.62,8.965,-3.592,-1.62,38.21,0,6.9367,1.3,no
2004,639.855,20.9393,1.459,385.17,1.464,370.481,6.382,70.891,123.994,28.427,70.891,494.475,0.525,443.9495,42.37,yes
2004,18.427,29.7245,5.503,3,1.66,17.372,0,0.215,5.392,0.074,0.215,22.764,0.2,10.4838,29,no
2004,6.802,0.8367,0.809,2.955,1.715,2.815,0,0.91,5.875,0.231,0.91,8.69,0,6.897,2,no
2004,11.193,2.7635,0.923,4.124,1.757,9.398,0.383,0.318,2.127,0.049,0.318,11.525,0.15,5.4485,6.64,no
2004,56.822,4.7525,28.47,8.974,2.01,49.254,0,-3.858,23.155,-1.148,-3.858,72.409,0,2.517,0.25,yes
